Frequency (Hz),Magnitude (dB),Phase (degrees)
152054.753,-35.57629722,-177.4928377
152405.2754,-35.61640535,-177.4959542
152756.6058,-35.65651298,-177.4990572
153108.7462,-35.69662008,-177.5021468
153461.6983,-35.73672668,-177.5052228
153815.464,-35.77683277,-177.5082854
154170.0453,-35.81693834,-177.5113345
154525.444,-35.85704342,-177.5143702
154881.6619,-35.89714799,-177.5173925
155238.701,-35.93725206,-177.5204014
155596.5632,-35.97735563,-177.5233969
155955.2503,-36.0174587,-177.5263791
156314.7643,-36.05756128,-177.529348
156675.107,-36.09766337,-177.5323035
157036.2804,-36.13776497,-177.5352457
157398.2864,-36.17786608,-177.5381746
157761.127,-36.21796671,-177.5410903
158124.8039,-36.25806685,-177.5439927
158489.3192,-36.29816651,-177.5468819
158854.6749,-36.33826569,-177.5497578
159220.8727,-36.3783644,-177.5526206
159587.9147,-36.41846263,-177.5554702
159955.8029,-36.45856038,-177.5583066
160324.5391,-36.49865767,-177.5611298
160694.1253,-36.53875449,-177.5639399
161064.5635,-36.57885084,-177.5667369
161435.8557,-36.61894673,-177.5695208
161808.0038,-36.65904215,-177.5722916
162181.0097,-36.69913711,-177.5750493
162554.8756,-36.73923162,-177.577794
162929.6033,-36.77932567,-177.5805257
163305.1948,-36.81941926,-177.5832443
163681.6521,-36.8595124,-177.5859499
164058.9773,-36.8996051,-177.5886425
164437.1723,-36.93969734,-177.5913221
164816.2392,-36.97978914,-177.5939888
165196.1798,-37.01988049,-177.5966425
165576.9963,-37.0599714,-177.5992834
165958.6907,-37.10006187,-177.6019112
166341.265,-37.1401519,-177.6045262
166724.7213,-37.18024149,-177.6071283
167109.0614,-37.22033065,-177.6097176
167494.2876,-37.26041938,-177.612294
167880.4018,-37.30050767,-177.6148575
168267.4061,-37.34059554,-177.6174082
168655.3025,-37.38068297,-177.6199462
169044.0932,-37.42076999,-177.6224713
169433.78,-37.46085658,-177.6249836
169824.3652,-37.50094274,-177.6274832
170215.8508,-37.54102849,-177.62997
170608.2389,-37.58111382,-177.6324441
171001.5315,-37.62119873,-177.6349055
171395.7308,-37.66128323,-177.6373541
171790.8387,-37.70136731,-177.6397901
172186.8575,-37.74145099,-177.6422134
172583.7892,-37.78153425,-177.644624
172981.6359,-37.82161711,-177.647022
173380.3998,-37.86169956,-177.6494073
173780.0829,-37.90178161,-177.65178
174180.6873,-37.94186326,-177.6541401
174582.2153,-37.9819445,-177.6564876
174984.6689,-38.02202535,-177.6588225
175388.0502,-38.0621058,-177.6611448
175792.3614,-38.10218586,-177.6634546
176197.6046,-38.14226552,-177.6657519
176603.7821,-38.18234479,-177.6680366
177010.8958,-38.22242367,-177.6703088
177418.9481,-38.26250216,-177.6725685
177827.941,-38.30258026,-177.6748157
178237.8767,-38.34265798,-177.6770504
178648.7575,-38.38273532,-177.6792727
179060.5854,-38.42281227,-177.6814825
179473.3627,-38.46288885,-177.6836799
179887.0915,-38.50296504,-177.6858648
180301.7741,-38.54304086,-177.6880373
180717.4126,-38.5831163,-177.6901975
181134.0093,-38.62319137,-177.6923452
181551.5663,-38.66326607,-177.6944806
181970.0859,-38.7033404,-177.6966036
182389.5702,-38.74341436,-177.6987142
182810.0216,-38.78348795,-177.7008126
183231.4422,-38.82356117,-177.7028985
183653.8343,-38.86363403,-177.7049722
184077.2001,-38.90370653,-177.7070336
184501.5419,-38.94377866,-177.7090827
184926.8619,-38.98385044,-177.7111194
185353.1623,-39.02392186,-177.713144
185780.4455,-39.06399292,-177.7151562
186208.7137,-39.10406363,-177.7171563
186637.9691,-39.14413398,-177.7191441
187068.214,-39.18420398,-177.7211196
187499.4508,-39.22427364,-177.723083
187931.6817,-39.26434294,-177.7250342
188364.9089,-39.30441189,-177.7269731
188799.1349,-39.3444805,-177.7288999
189234.3619,-39.38454876,-177.7308146
189670.5921,-39.42461668,-177.732717
190107.828,-39.46468426,-177.7346074
190546.0718,-39.5047515,-177.7364856
190985.3259,-39.5448184,-177.7383517
191425.5925,-39.58488496,-177.7402056
191866.8741,-39.62495119,-177.7420475
192309.1729,-39.66501708,-177.7438773
192752.4913,-39.70508264,-177.745695
193196.8317,-39.74514786,-177.7475006
193642.1964,-39.78521276,-177.7492942
194088.5878,-39.82527732,-177.7510757
194536.0082,-39.86534156,-177.7528452
194984.46,-39.90540547,-177.7546027
195433.9456,-39.94546906,-177.7563481
195884.4674,-39.98553232,-177.7580815
196336.0277,-40.02559526,-177.759803
196788.629,-40.06565788,-177.7615124
197242.2736,-40.10572018,-177.7632099
197696.964,-40.14578217,-177.7648954
198152.7026,-40.18584383,-177.766569
198609.4917,-40.22590518,-177.7682306
199067.3339,-40.26596622,-177.7698802
199526.2315,-40.30602694,-177.7715179
199986.187,-40.34608735,-177.7731438
200447.2027,-40.38614745,-177.7747577
200909.2813,-40.42620724,-177.7763597
201372.425,-40.46626672,-177.7779498
201836.6364,-40.5063259,-177.779528
202301.9179,-40.54638477,-177.7810943
202768.272,-40.58644333,-177.7826488
203235.7011,-40.6265016,-177.7841915
203704.2078,-40.66655956,-177.7857222
204173.7945,-40.70661722,-177.7872412
204644.4637,-40.74667458,-177.7887483
205116.2179,-40.78673165,-177.7902436
205589.0596,-40.82678841,-177.7917271
206062.9913,-40.86684488,-177.7931988
206538.0156,-40.90690106,-177.7946586
207014.1349,-40.94695694,-177.7961067
207491.3517,-40.98701254,-177.7975431
207969.6687,-41.02706784,-177.7989676
208449.0883,-41.06712285,-177.8003804
208929.6131,-41.10717757,-177.8017814
209411.2456,-41.14723201,-177.8031707
209893.9884,-41.18728616,-177.8045483
210377.844,-41.22734002,-177.8059141
210862.815,-41.2673936,-177.8072682
211348.904,-41.3074469,-177.8086106
211836.1135,-41.34749991,-177.8099413
212324.4462,-41.38755265,-177.8112603
212813.9046,-41.42760511,-177.8125676
213304.4913,-41.46765728,-177.8138632
213796.209,-41.50770919,-177.8151471
214289.0601,-41.54776081,-177.8164194
214783.0474,-41.58781216,-177.81768
215278.1735,-41.62786324,-177.8189289
215774.4409,-41.66791404,-177.8201662
216271.8524,-41.70796457,-177.8213919
216770.4105,-41.74801483,-177.8226059
217270.1179,-41.78806482,-177.8238084
217770.9772,-41.82811455,-177.8249991
218272.9912,-41.868164,-177.8261783
218776.1624,-41.90821319,-177.8273459
219280.4935,-41.94826212,-177.8285019
219785.9873,-41.98831078,-177.8296463
220292.6463,-42.02835917,-177.8307791
220800.4733,-42.06840731,-177.8319003
221309.471,-42.10845518,-177.83301
221819.642,-42.14850279,-177.834108
222330.9891,-42.18855015,-177.8351946
222843.5149,-42.22859724,-177.8362696
223357.2223,-42.26864408,-177.837333
223872.1139,-42.30869067,-177.8383849
224388.1924,-42.34873699,-177.8394253
224905.4606,-42.38878307,-177.8404541
225423.9212,-42.42882889,-177.8414714
225943.577,-42.46887445,-177.8424772
226464.4308,-42.50891977,-177.8434715
226986.4852,-42.54896484,-177.8444543
227509.7431,-42.58900965,-177.8454256
228034.2072,-42.62905422,-177.8463854
228559.8803,-42.66909854,-177.8473337
229086.7653,-42.70914262,-177.8482705
229614.8648,-42.74918645,-177.8491958
230144.1817,-42.78923003,-177.8501097
230674.7189,-42.82927337,-177.8510121
231206.479,-42.86931647,-177.8519031
231739.465,-42.90935933,-177.8527826
232273.6796,-42.94940194,-177.8536506
232809.1258,-42.98944432,-177.8545073
233345.8062,-43.02948645,-177.8553524
233883.7239,-43.06952835,-177.8561862
234422.8815,-43.10957001,-177.8570085
234963.2821,-43.14961144,-177.8578193
235504.9284,-43.18965262,-177.8586188
236047.8233,-43.22969358,-177.8594069
236591.9697,-43.2697343,-177.8601835
237137.3706,-43.30977478,-177.8609487
237684.0287,-43.34981504,-177.8617025
238231.9469,-43.38985506,-177.862445
238781.1283,-43.42989486,-177.863176
239331.5756,-43.46993442,-177.8638957
239883.2919,-43.50997375,-177.8646039
240436.28,-43.55001286,-177.8653008
240990.5429,-43.59005174,-177.8659863
241546.0834,-43.63009039,-177.8666605
242102.9047,-43.67012882,-177.8673232
242661.0095,-43.71016703,-177.8679747
243220.4009,-43.75020501,-177.8686147
243781.0818,-43.79024276,-177.8692434
244343.0553,-43.8302803,-177.8698607
244906.3242,-43.87031761,-177.8704667
245470.8916,-43.9103547,-177.8710614
246036.7604,-43.95039158,-177.8716447
246603.9337,-43.99042823,-177.8722167
247172.4145,-44.03046467,-177.8727773
247742.2058,-44.07050089,-177.8733266
248313.3105,-44.11053689,-177.8738646
248885.7318,-44.15057267,-177.8743912
249459.4727,-44.19060824,-177.8749066
250034.5362,-44.2306436,-177.8754106
250610.9253,-44.27067874,-177.8759033
251188.6432,-44.31071367,-177.8763847
251767.6928,-44.35074839,-177.8768548
252348.0772,-44.3907829,-177.8773135
252929.7996,-44.43081719,-177.877761
253512.863,-44.47085128,-177.8781972
254097.2706,-44.51088515,-177.8786221
254683.0253,-44.55091882,-177.8790356
255270.1303,-44.59095228,-177.8794379
255858.5887,-44.63098553,-177.8798289
256448.4037,-44.67101858,-177.8802086
257039.5783,-44.71105142,-177.8805771
257632.1157,-44.75108406,-177.8809342
258226.0191,-44.79111649,-177.8812801
258821.2915,-44.83114872,-177.8816147
259417.9362,-44.87118074,-177.881938
260015.9563,-44.91121256,-177.88225
260615.355,-44.95124419,-177.8825508
261216.1354,-44.99127561,-177.8828402
261818.3008,-45.03130683,-177.8831185
262421.8543,-45.07133785,-177.8833854
263026.7992,-45.11136867,-177.8836411
263633.1386,-45.15139929,-177.8838856
264240.8757,-45.19142972,-177.8841187
264850.0139,-45.23145995,-177.8843406
265460.5562,-45.27148998,-177.8845513
266072.506,-45.31151982,-177.8847507
266685.8665,-45.35154946,-177.8849388
267300.6409,-45.39157891,-177.8851157
267916.8325,-45.43160816,-177.8852813
268534.4446,-45.47163722,-177.8854357
269153.4804,-45.51166609,-177.8855788
269773.9432,-45.55169476,-177.8857107
270395.8364,-45.59172325,-177.8858314
271019.1632,-45.63175154,-177.8859408
271643.9269,-45.67177965,-177.8860389
272270.1308,-45.71180756,-177.8861258
272897.7783,-45.75183529,-177.8862014
273526.8726,-45.79186282,-177.8862658
274157.4172,-45.83189017,-177.886319
274789.4153,-45.87191734,-177.8863609
275422.8703,-45.91194431,-177.8863916
276057.7856,-45.9519711,-177.886411
276694.1645,-45.99199771,-177.8864192
277332.0105,-46.03202413,-177.8864162
277971.3268,-46.07205036,-177.8864019
278612.1169,-46.11207641,-177.8863764
279254.3841,-46.15210228,-177.8863396
279898.132,-46.19212797,-177.8862916
280543.3638,-46.23215347,-177.8862324
281190.083,-46.27217879,-177.8861619
281838.2931,-46.31220393,-177.8860802
282487.9975,-46.35222889,-177.8859872
283139.1996,-46.39225367,-177.885883
283791.9028,-46.43227828,-177.8857676
284446.1107,-46.4723027,-177.8856409
285101.8268,-46.51232694,-177.8855029
285759.0543,-46.55235101,-177.8853538
286417.797,-46.5923749,-177.8851934
287078.0582,-46.63239861,-177.8850217
287739.8415,-46.67242214,-177.8848388
288403.1503,-46.7124455,-177.8846447
289067.9882,-46.75246869,-177.8844393
289734.3588,-46.7924917,-177.8842226
290402.2654,-46.83251453,-177.8839948
291071.7118,-46.87253719,-177.8837556
291742.7014,-46.91255968,-177.8835053
292415.2378,-46.95258199,-177.8832436
293089.3245,-46.99260414,-177.8829708
293764.9652,-47.03262611,-177.8826866
294442.1634,-47.0726479,-177.8823912
295120.9227,-47.11266953,-177.8820846
295801.2467,-47.15269099,-177.8817667
296483.139,-47.19271228,-177.8814376
297166.6032,-47.23273339,-177.8810972
297851.6429,-47.27275434,-177.8807455
298538.2619,-47.31277512,-177.8803826
299226.4637,-47.35279573,-177.8800084
299916.2519,-47.39281617,-177.8796229
300607.6303,-47.43283645,-177.8792262
301300.6024,-47.47285656,-177.8788182
301995.172,-47.5128765,-177.8783989
302691.3428,-47.55289628,-177.8779684
303389.1184,-47.59291589,-177.8775266
304088.5026,-47.63293533,-177.8770735
304789.499,-47.67295461,-177.8766091
305492.1113,-47.71297372,-177.8761335
306196.3434,-47.75299268,-177.8756466
306902.1988,-47.79301146,-177.8751484
307609.6815,-47.83303009,-177.8746388
308318.795,-47.87304855,-177.8741181
309029.5433,-47.91306685,-177.873586
309741.9299,-47.95308498,-177.8730426
310455.9588,-47.99310296,-177.8724879
311171.6337,-48.03312077,-177.8719219
311888.9584,-48.07313842,-177.8713446
312607.9367,-48.11315591,-177.870756
313328.5724,-48.15317324,-177.8701561
314050.8694,-48.19319042,-177.8695449
314774.8314,-48.23320743,-177.8689224
315500.4623,-48.27322428,-177.8682886
316227.766,-48.31324097,-177.8676434
316956.7463,-48.35325751,-177.8669869
317687.4071,-48.39327389,-177.8663191
318419.7522,-48.43329011,-177.8656399
319153.7855,-48.47330617,-177.8649494
319889.511,-48.51332207,-177.8642476
320626.9325,-48.55333782,-177.8635344
321366.0539,-48.59335341,-177.8628099
322106.8791,-48.63336885,-177.8620741
322849.4122,-48.67338413,-177.8613269
323593.6569,-48.71339925,-177.8605683
324339.6173,-48.75341422,-177.8597984
325087.2974,-48.79342904,-177.8590171
325836.701,-48.8334437,-177.8582244
326587.8322,-48.8734582,-177.8574204
327340.6949,-48.91347256,-177.856605
328095.2931,-48.95348676,-177.8557782
328851.6309,-48.9935008,-177.85494
329609.7122,-49.03351469,-177.8540905
330369.541,-49.07352843,-177.8532295
331131.1215,-49.11354202,-177.8523572
331894.4576,-49.15355546,-177.8514734
332659.5533,-49.19356874,-177.8505783
333426.4128,-49.23358187,-177.8496717
334195.04,-49.27359486,-177.8487537
334965.4392,-49.31360769,-177.8478243
335737.6142,-49.35362037,-177.8468835
336511.5694,-49.39363289,-177.8459312
337287.3087,-49.43364527,-177.8449676
338064.8362,-49.4736575,-177.8439924
338844.1561,-49.51366958,-177.8430059
339625.2726,-49.55368151,-177.8420078
340408.1897,-49.59369329,-177.8409984
341192.9116,-49.63370493,-177.8399774
341979.4425,-49.67371641,-177.8389451
342767.7865,-49.71372775,-177.8379012
343557.9479,-49.75373893,-177.8368459
344349.9308,-49.79374997,-177.835779
345143.7393,-49.83376087,-177.8347007
345939.3778,-49.87377161,-177.8336109
346736.8505,-49.91378221,-177.8325097
347536.1614,-49.95379266,-177.8313969
348337.315,-49.99380296,-177.8302726
349140.3155,-50.03381312,-177.8291368
349945.167,-50.07382313,-177.8279894
350751.874,-50.113833,-177.8268306
351560.4405,-50.15384271,-177.8256602
352370.871,-50.19385229,-177.8244783
353183.1698,-50.23386172,-177.8232848
353997.3411,-50.273871,-177.8220798
354813.3892,-50.31388014,-177.8208632
355631.3186,-50.35388913,-177.8196351
356451.1334,-50.39389798,-177.8183954
357272.8382,-50.43390668,-177.8171441
358096.4371,-50.47391524,-177.8158812
358921.9346,-50.51392366,-177.8146068
359749.3352,-50.55393193,-177.8133208
360578.643,-50.59394005,-177.8120231
361409.8626,-50.63394804,-177.8107139
362242.9984,-50.67395588,-177.809393
363078.0548,-50.71396358,-177.8080605
363915.0361,-50.75397113,-177.8067164
364753.9469,-50.79397854,-177.8053607
365594.7916,-50.83398581,-177.8039933
366437.5746,-50.87399294,-177.8026143
367282.3005,-50.91399992,-177.8012236
368128.9736,-50.95400676,-177.7998212
368977.5986,-50.99401346,-177.7984072
369828.1798,-51.03402002,-177.7969815
370680.7218,-51.07402643,-177.7955441
371535.2291,-51.11403271,-177.794095
372391.7063,-51.15403884,-177.7926343
373250.1578,-51.19404483,-177.7911618
374110.5883,-51.23405068,-177.7896776
374973.0022,-51.27405639,-177.7881817
375837.4043,-51.31406195,-177.786674
376703.799,-51.35406738,-177.7851546
377572.1909,-51.39407266,-177.7836235
378442.5847,-51.43407781,-177.7820806
379314.985,-51.47408281,-177.7805259
380189.3963,-51.51408767,-177.7789595
381065.8234,-51.5540924,-177.7773813
381944.2708,-51.59409698,-177.7757913
382824.7433,-51.63410142,-177.7741896
383707.2455,-51.67410572,-177.772576
384591.782,-51.71410988,-177.7709506
385478.3577,-51.75411391,-177.7693134
386366.9771,-51.79411779,-177.7676643
387257.6449,-51.83412153,-177.7660035
388150.366,-51.87412513,-177.7643308
389045.145,-51.9141286,-177.7626462
389941.9867,-51.95413192,-177.7609497
390840.8958,-51.9941351,-177.7592414
391741.8771,-52.03413815,-177.7575212
392644.9354,-52.07414105,-177.7557892
393550.0755,-52.11414382,-177.7540452
394457.3021,-52.15414644,-177.7522893
395366.6201,-52.19414893,-177.7505215
396278.0343,-52.23415128,-177.7487418
397191.5495,-52.27415349,-177.7469501
398107.1706,-52.31415556,-177.7451465
399024.9024,-52.35415749,-177.743331
399944.7498,-52.39415928,-177.7415035
400866.7176,-52.43416094,-177.739664
401790.8108,-52.47416245,-177.7378125
402717.0343,-52.51416383,-177.735949
403645.393,-52.55416506,-177.7340736
404575.8917,-52.59416616,-177.7321861
405508.5354,-52.63416712,-177.7302866
406443.3292,-52.67416794,-177.7283751
407380.2778,-52.71416862,-177.7264515
408319.3863,-52.75416917,-177.7245159
409260.6597,-52.79416957,-177.7225682
410204.103,-52.83416984,-177.7206085
411149.7211,-52.87416996,-177.7186366
412097.5191,-52.91416995,-177.7166527
413047.502,-52.9541698,-177.7146567
413999.6748,-52.99416951,-177.7126486
414954.0426,-53.03416909,-177.7106283
415910.6105,-53.07416852,-177.7085959
416869.3835,-53.11416782,-177.7065514
417830.3666,-53.15416697,-177.7044947
418793.5651,-53.19416599,-177.7024259
419758.984,-53.23416487,-177.7003448
420726.6284,-53.27416361,-177.6982516
421696.5034,-53.31416221,-177.6961462
422668.6143,-53.35416067,-177.6940286
423642.966,-53.394159,-177.6918988
424619.5639,-53.43415718,-177.6897567
425598.4131,-53.47415523,-177.6876024
426579.5188,-53.51415314,-177.6854359
427562.8862,-53.5541509,-177.683257
428548.5204,-53.59414853,-177.6810659
429536.4268,-53.63414602,-177.6788625
430526.6105,-53.67414337,-177.6766469
431519.0768,-53.71414059,-177.6744189
432513.831,-53.75413766,-177.6721786
433510.8784,-53.79413459,-177.6699259
434510.2242,-53.83413138,-177.6676609
435511.8737,-53.87412804,-177.6653836
436515.8322,-53.91412455,-177.6630939
437522.1052,-53.95412093,-177.6607918
438530.6978,-53.99411716,-177.6584773
439541.6154,-54.03411326,-177.6561504
440554.8635,-54.07410922,-177.6538111
441570.4474,-54.11410503,-177.6514593
442588.3724,-54.15410071,-177.6490952
443608.6439,-54.19409624,-177.6467185
444631.2675,-54.23409164,-177.6443294
445656.2484,-54.2740869,-177.6419279
446683.5922,-54.31408201,-177.6395138
447713.3042,-54.35407698,-177.6370872
448745.3899,-54.39407182,-177.6346481
449779.8549,-54.43406651,-177.6321965
450816.7045,-54.47406106,-177.6297324
451855.9444,-54.51405548,-177.6272557
452897.5799,-54.55404975,-177.6247664
453941.6167,-54.59404388,-177.6222645
454988.0601,-54.63403786,-177.6197501
456036.916,-54.67403171,-177.617223
457088.1896,-54.71402542,-177.6146834
458141.8867,-54.75401898,-177.6121311
459198.0128,-54.7940124,-177.6095661
460256.5736,-54.83400568,-177.6069885
461317.5746,-54.87399882,-177.6043982
462381.0214,-54.91399181,-177.6017952
463446.9197,-54.95398467,-177.5991796
464515.2752,-54.99397738,-177.5965512
465586.0935,-55.03396994,-177.5939101
466659.3803,-55.07396237,-177.5912562
467735.1413,-55.11395465,-177.5885896
468813.3821,-55.15394679,-177.5859102
469894.1086,-55.19393879,-177.5832181
470977.3264,-55.23393064,-177.5805131
472063.0413,-55.27392235,-177.5777954
473151.259,-55.31391391,-177.5750648
474241.9853,-55.35390533,-177.5723213
475335.2259,-55.39389661,-177.569565
476430.9868,-55.43388774,-177.5667959
477529.2737,-55.47387873,-177.5640139
478630.0923,-55.51386957,-177.5612189
479733.4486,-55.55386027,-177.5584111
480839.3484,-55.59385082,-177.5555903
481947.7976,-55.63384123,-177.5527566
483058.802,-55.67383149,-177.5499099
484172.3676,-55.7138216,-177.5470503
485288.5002,-55.75381157,-177.5441777
486407.2057,-55.7938014,-177.5412921
487528.4901,-55.83379107,-177.5383934
488652.3593,-55.8737806,-177.5354817
489778.8194,-55.91376999,-177.532557
490907.8762,-55.95375922,-177.5296193
492039.5357,-55.99374831,-177.5266684
493173.804,-56.03373726,-177.5237045
494310.687,-56.07372605,-177.5207274
495450.1908,-56.1137147,-177.5177372
496592.3215,-56.15370319,-177.5147339
497737.085,-56.19369154,-177.5117175
498884.4875,-56.23367974,-177.5086878
500034.535,-56.2736678,-177.505645
501187.2336,-56.3136557,-177.502589
502342.5895,-56.35364345,-177.4995197
503500.6088,-56.39363106,-177.4964373
504661.2976,-56.43361851,-177.4933415
505824.662,-56.47360581,-177.4902325
506990.7083,-56.51359297,-177.4871103
508159.4426,-56.55357997,-177.4839747
509330.8711,-56.59356682,-177.4808258
510505,-56.63355352,-177.4776636
511681.8355,-56.67354007,-177.474488
512861.384,-56.71352646,-177.4712991
514043.6516,-56.75351271,-177.4680968
515228.6446,-56.7934988,-177.4648811
516416.3693,-56.83348474,-177.461652
517606.832,-56.87347052,-177.4584094
518800.0389,-56.91345615,-177.4551534
519995.9965,-56.95344163,-177.4518839
521194.7111,-56.99342696,-177.448601
522396.189,-57.03341213,-177.4453045
523600.4366,-57.07339714,-177.4419946
524807.4602,-57.11338201,-177.4386711
526017.2664,-57.15336671,-177.435334
527229.8614,-57.19335126,-177.4319834
528445.2518,-57.23333566,-177.4286192
529663.4439,-57.27331989,-177.4252414
530884.4442,-57.31330397,-177.42185
532108.2593,-57.3532879,-177.4184449
533334.8955,-57.39327167,-177.4150262
534564.3594,-57.43325528,-177.4115938
535796.6575,-57.47323873,-177.4081477
537031.7964,-57.51322202,-177.4046879
538269.7825,-57.55320516,-177.4012144
539510.6225,-57.59318813,-177.3977271
540754.3229,-57.63317095,-177.3942261
542000.8904,-57.67315361,-177.3907112
543250.3315,-57.71313611,-177.3871826
544502.6528,-57.75311844,-177.3836402
545757.8611,-57.79310062,-177.3800839
547015.9629,-57.83308263,-177.3765138
548276.9649,-57.87306449,-177.3729297
549540.8739,-57.91304618,-177.3693318
550807.6964,-57.95302771,-177.36572
552077.4393,-57.99300907,-177.3620943
553350.1092,-58.03299028,-177.3584546
554625.713,-58.07297132,-177.3548009
555904.2573,-58.11295219,-177.3511332
557185.7489,-58.1529329,-177.3474515
558470.1947,-58.19291345,-177.3437559
559757.6015,-58.23289383,-177.3400461
561047.976,-58.27287405,-177.3363223
562341.3252,-58.3128541,-177.3325844
563637.6558,-58.35283398,-177.3288324
564936.9748,-58.3928137,-177.3250663
566239.289,-58.43279325,-177.321286
567544.6054,-58.47277263,-177.3174916
568852.9308,-58.51275185,-177.313683
570164.2723,-58.55273089,-177.3098602
571478.6367,-58.59270977,-177.3060231
572796.031,-58.63268848,-177.3021719
574116.4622,-58.67266702,-177.2983063
575439.9373,-58.71264538,-177.2944265
576766.4634,-58.75262358,-177.2905324
578096.0474,-58.79260161,-177.2866239
579428.6964,-58.83257946,-177.2827011
580764.4175,-58.87255714,-177.2787639
582103.2178,-58.91253465,-177.2748124
583445.1043,-58.95251199,-177.2708464
584790.0841,-58.99248915,-177.2668661
586138.1645,-59.03246614,-177.2628712
587489.3525,-59.07244295,-177.2588619
588843.6554,-59.11241959,-177.2548382
590201.0802,-59.15239605,-177.2507999
591561.6342,-59.19237234,-177.246747
592925.3246,-59.23234845,-177.2426797
594292.1586,-59.27232438,-177.2385977
595662.1435,-59.31230014,-177.2345012
597035.2866,-59.35227572,-177.23039
598411.5951,-59.39225112,-177.2262642
599791.0763,-59.43222634,-177.2221238
601173.7375,-59.47220138,-177.2179686
602559.5861,-59.51217624,-177.2137988
603948.6294,-59.55215092,-177.2096142
605340.8748,-59.59212542,-177.2054149
606736.3296,-59.63209974,-177.2012008
608135.0013,-59.67207387,-177.196972
609536.8972,-59.71204782,-177.1927283
610942.0249,-59.75202159,-177.1884698
612350.3917,-59.79199518,-177.1841964
613762.0052,-59.83196858,-177.1799082
615176.8727,-59.87194179,-177.1756051
616595.0019,-59.91191482,-177.171287
618016.4001,-59.95188767,-177.166954
619441.0751,-59.99186033,-177.162606
620869.0342,-60.0318328,-177.158243
622300.2852,-60.07180508,-177.1538651
623734.8355,-60.11177717,-177.1494721
625172.6928,-60.15174908,-177.145064
626613.8647,-60.19172079,-177.1406408
628058.3588,-60.23169231,-177.1362026
629506.1829,-60.27166365,-177.1317492
630957.3445,-60.31163479,-177.1272806
632411.8514,-60.35160574,-177.1227969
633869.7113,-60.3915765,-177.118298
635330.9319,-60.43154706,-177.1137839
636795.5209,-60.47151743,-177.1092545
638263.4862,-60.51148761,-177.1047099
639734.8355,-60.55145759,-177.1001499
641209.5766,-60.59142737,-177.0955747
642687.7173,-60.63139696,-177.0909841
644169.2655,-60.67136635,-177.0863782
645654.229,-60.71133555,-177.0817568
647142.6157,-60.75130454,-177.0771201
648634.4335,-60.79127334,-177.0724679
650129.6903,-60.83124194,-177.0678003
651628.3941,-60.87121033,-177.0631171
653130.5526,-60.91117853,-177.0584185
654636.1741,-60.95114652,-177.0537043
656145.2663,-60.99111431,-177.0489746
657657.8374,-61.0310819,-177.0442293
659173.8952,-61.07104929,-177.0394684
660693.448,-61.11101647,-177.0346919
662216.5037,-61.15098344,-177.0298997
663743.0704,-61.19095021,-177.0250918
665273.1562,-61.23091677,-177.0202682
666806.7692,-61.27088313,-177.0154289
668343.9176,-61.31084928,-177.0105738
669884.6094,-61.35081522,-177.005703
671428.8529,-61.39078095,-177.0008163
672976.6563,-61.43074647,-176.9959138
674528.0277,-61.47071178,-176.9909955
676082.9754,-61.51067687,-176.9860613
677641.5076,-61.55064176,-176.9811111
679203.6326,-61.59060643,-176.976145
680769.3587,-61.63057089,-176.971163
682338.6941,-61.67053514,-176.966165
683911.6473,-61.71049917,-176.961151
685488.2265,-61.75046298,-176.9561209
687068.44,-61.79042657,-176.9510748
688652.2963,-61.83038995,-176.9460126
690239.8038,-61.87035311,-176.9409342
691830.9709,-61.91031606,-176.9358398
693425.806,-61.95027878,-176.9307291
695024.3176,-61.99024128,-176.9256023
696626.5141,-62.03020356,-176.9204592
698232.4041,-62.07016562,-176.9152999
699841.996,-62.11012745,-176.9101243
701455.2984,-62.15008906,-176.9049324
703072.3199,-62.19005045,-176.8997242
704693.069,-62.23001161,-176.8944996
706317.5543,-62.26997254,-176.8892586
707945.7844,-62.30993325,-176.8840013
709577.768,-62.34989373,-176.8787275
711213.5137,-62.38985398,-176.8734372
712853.0301,-62.429814,-176.8681304
714496.3261,-62.46977379,-176.8628071
716143.4102,-62.50973335,-176.8574673
717794.2913,-62.54969268,-176.8521109
719448.978,-62.58965178,-176.8467379
721107.4792,-62.62961064,-176.8413482
722769.8036,-62.66956926,-176.8359419
724435.9601,-62.70952765,-176.8305189
726105.9574,-62.74948581,-176.8250792
727779.8045,-62.78944373,-176.8196227
729457.5103,-62.8294014,-176.8141495
731139.0835,-62.86935884,-176.8086595
732824.5331,-62.90931604,-176.8031526
734513.8682,-62.949273,-176.7976289
736207.0975,-62.98922972,-176.7920883
737904.2301,-63.02918619,-176.7865308
739605.2751,-63.06914243,-176.7809564
741310.2413,-63.10909841,-176.7753649
743019.1379,-63.14905415,-176.7697565
744731.9739,-63.18900965,-176.764131
746448.7584,-63.22896489,-176.7584885
748169.5005,-63.26891989,-176.7528289
749894.2093,-63.30887464,-176.7471522
751622.894,-63.34882914,-176.7414583
753355.5637,-63.38878339,-176.7357473
755092.2277,-63.42873739,-176.730019
756832.895,-63.46869113,-176.7242735
758577.575,-63.50864462,-176.7185108
760326.2769,-63.54859785,-176.7127307
762079.01,-63.58855083,-176.7069333
763835.7836,-63.62850355,-176.7011186
765596.6069,-63.66845602,-176.6952865
767361.4894,-63.70840822,-176.6894369
769130.4403,-63.74836017,-176.6835699
770903.4691,-63.78831185,-176.6776855
